
 5.44268, 15.77396, 568.56623, 34.21984,  9.76432, -0.66466
 5.42034, 15.92079, 568.57431, 34.21984,  9.76432, -0.61753
 4.65935, 15.98326, 568.52884, 34.21984,  9.76432, -0.63242
 4.78175, 15.81026, 568.47317, 34.21984,  9.76432, -0.77351
 4.79566, 16.58245, 568.62881, 34.21984,  9.76432, -0.75219
 4.79722, 16.34802, 568.54324, 34.21984,  9.76432, -0.55054
 4.65279, 16.10020, 568.55541, 34.21984,  9.76432, -0.65718
 4.93493, 16.33301, 568.54292, 34.21984,  9.76432, -0.65813
 4.23216, 16.36313, 568.58319, 34.21984,  9.76432, -0.55835
 4.36066, 15.97799, 569.07314, 34.32054,  9.85901, -0.75515
 4.42274, 16.60688, 569.13452, 34.32054,  9.85901, -0.79944
 4.77450, 16.33746, 569.11065, 34.32054,  9.85901, -0.61721
 4.02947, 16.40290, 568.49779, 34.21984,  9.76432, -0.78025
 4.95619, 16.72005, 568.56169, 34.21984,  9.76432, -0.69996
 4.66095, 16.61065, 569.13505, 34.32054,  9.85901, -0.72293
 4.39059, 16.23938, 568.55721, 34.21984,  9.76432, -0.62449
 4.91383, 16.35209, 569.08385, 34.32054,  9.85901, -0.52306
 4.09251, 16.26962, 569.09613, 34.32054,  9.85901, -0.61394
 4.24171, 16.09961, 568.66148, 34.21984,  9.76432, -0.76070
 4.48130, 15.53662, 569.15159, 34.32054,  9.85901, -0.83260
 4.33989, 15.82071, 569.13975, 34.32054,  9.85901, -0.65805
 4.67450, 15.96386, 569.04885, 34.32054,  9.85901, -0.70188
 3.94459, 15.85992, 569.12021, 34.32054,  9.85901, -0.68179
 4.65605, 16.60075, 569.14673, 34.32054,  9.85901, -0.65607
 4.54020, 16.09423, 569.13134, 34.32054,  9.85901, -0.82844
 4.40387, 16.23892, 568.58252, 34.22197,  9.95303, -0.69545
 4.35933, 16.10056, 569.69267, 34.22089,  9.76092, -0.78845
 3.85571, 15.98967, 568.60805, 34.21984,  9.76432, -0.82962
 4.17196, 16.11970, 569.05078, 34.32054,  9.85901, -0.80833
 4.66789, 15.91903, 569.68006, 34.22322,  9.95282, -0.83142
 4.40139, 15.93180, 569.72391, 34.22322,  9.95282, -0.89616
 4.57142, 16.36245, 569.12503, 34.12464, 10.04685, -0.76145
 4.50947, 15.83783, 568.58800, 34.21984,  9.76432, -0.76963
 4.12230, 15.58671, 568.62106, 34.21984,  9.76432, -0.87234
 4.27943, 15.83520, 569.08712, 34.32054,  9.85901, -0.84186
 4.63601, 15.93719, 569.10163, 34.32054,  9.85901, -0.83236
 4.45764, 15.24394, 568.62812, 34.21984,  9.76432, -1.04181
 4.26893, 15.82488, 568.57908, 34.21984,  9.76432, -0.84102
 3.85049, 15.80663, 569.17857, 34.32054,  9.85901, -1.07084
 4.72819, 15.25100, 569.16064, 34.32054,  9.85901, -0.96626
 4.27822, 15.94209, 568.61088, 34.22197,  9.95303, -0.99849
 4.52335, 15.77891, 568.61588, 34.21984,  9.76432, -0.89916
 4.54317, 15.68237, 568.55798, 34.21984,  9.76432, -0.87666
 4.39544, 15.84026, 568.56419, 34.21984,  9.76432, -0.86900
 4.27284, 16.07311, 569.70321, 34.22322,  9.95282, -0.82753
 4.64762, 15.80297, 568.60545, 34.21984,  9.76432, -0.93998
 3.83958, 15.19637, 569.08047, 34.32054,  9.85901, -0.91160
 4.44161, 16.21803, 568.56595, 34.02393,  9.95215, -0.77093
 4.83327, 16.19655, 568.56194, 34.21984,  9.76432, -1.01258
 3.99702, 16.21704, 569.12550, 34.32054,  9.85901, -0.73514
 4.98958, 15.53400, 569.13329, 34.32054,  9.85901, -0.75211
 4.65145, 15.91269, 568.60699, 34.21984,  9.76432, -0.90563
 4.48873, 15.68926, 569.11678, 34.32054,  9.85901, -0.73316
 5.05158, 16.31262, 568.62087, 34.21984,  9.76432, -0.76430
 4.40299, 16.36846, 569.11370, 34.32054,  9.85901, -0.65976
 4.49520, 15.92804, 568.60339, 34.21984,  9.76432, -0.80412
 4.51104, 16.29191, 569.73267, 34.22322,  9.95282, -0.89747
 4.39801, 16.10927, 568.53752, 34.21984,  9.76432, -0.66892
 5.06349, 16.29045, 568.56336, 34.21984,  9.76432, -0.83745
 4.55530, 16.06808, 569.08912, 34.32054,  9.85901, -0.97592
 4.95664, 16.19667, 569.03635, 34.32054,  9.85901, -0.70283
 4.82044, 16.20827, 569.07040, 34.32054,  9.85901, -0.79496
 4.94962, 16.09093, 569.01953, 34.32054,  9.85901, -0.66285
 4.81259, 16.85612, 569.59502, 34.41912,  9.76499, -0.68810
 4.66979, 16.72767, 569.63855, 34.41912,  9.76499, -0.68507
 4.55278, 16.47638, 569.09054, 34.32054,  9.85901, -0.73653
 4.80677, 16.45037, 569.61847, 34.41912,  9.76499, -0.72968
 4.57984, 16.91633, 568.99430, 34.32054,  9.85901, -0.55664
 4.83620, 17.02567, 569.01819, 34.32054,  9.85901, -0.52339
 4.30385, 16.48522, 568.60190, 34.21984,  9.76432, -0.87352
 4.99757, 16.96283, 568.56021, 34.21984,  9.76432, -0.83361
 4.89071, 17.28284, 568.51849, 34.21984,  9.76432, -0.66681
 4.86533, 16.71897, 568.52511, 34.21984,  9.76432, -0.80555
 4.44955, 16.76677, 568.54500, 34.21984,  9.76432, -0.69666
 4.59031, 16.48445, 568.59618, 34.21984,  9.76432, -0.80815
 4.99421, 16.37202, 568.50127, 34.21984,  9.76432, -0.80231
 4.81103, 16.20994, 568.55412, 34.21984,  9.76432, -0.74362
 4.96307, 16.60347, 568.57757, 34.21984,  9.76432, -0.73114
 5.11594, 16.61135, 568.56520, 34.21984,  9.76432, -0.83967
 5.53745, 16.79204, 568.59530, 34.21984,  9.76432, -0.94864
 5.12507, 16.60590, 567.98380, 34.31717,  9.67051, -0.77976
 5.24448, 16.83605, 568.03933, 34.31717,  9.67051, -0.81200
 5.10077, 16.45194, 568.01972, 34.11914,  9.66963, -0.67489
 5.62210, 16.55119, 568.03054, 34.11914,  9.66963, -0.91454
 5.10572, 16.72463, 568.56201, 34.21984,  9.76432, -0.87183
 4.45037, 16.62733, 568.55543, 34.21984,  9.76432, -0.79963
 4.67044, 16.34881, 568.01584, 34.11914,  9.66963, -0.66190
 4.14813, 16.49289, 568.60096, 34.21771,  9.57560, -0.84033
 4.40763, 16.21790, 568.55186, 34.21771,  9.57560, -0.84573
 4.09190, 16.32908, 569.16836, 34.11806,  9.47751, -0.99606
 4.27533, 16.59165, 568.07146, 34.11914,  9.66963, -0.83822
 4.42830, 16.63704, 568.02308, 34.11914,  9.66963, -0.73276
 4.54572, 16.36791, 568.52828, 34.01948,  9.57154, -0.76809
 4.95793, 16.73601, 568.04342, 34.11914,  9.66963, -0.76984
 4.89778, 16.22426, 569.02687, 34.11806,  9.47751, -0.69395
 4.86382, 15.78634, 568.59058, 34.21771,  9.57560, -0.87069
 4.79206, 16.36410, 568.56630, 34.01948,  9.57154, -0.62668
 4.55171, 16.46971, 568.01252, 34.11914,  9.66963, -0.87286
 4.96986, 16.63661, 568.01964, 34.11914,  9.66963, -0.73023
 4.62706, 16.32205, 568.63397, 34.01948,  9.57154, -0.72918
 5.05595, 16.17109, 568.58157, 34.01948,  9.57154, -0.94224
 4.81057, 16.10756, 568.55668, 34.01948,  9.57154, -0.70816
 4.65862, 15.84686, 569.62787, 34.02073,  9.57133, -0.72911
 4.65643, 16.20569, 568.57636, 34.01948,  9.57154, -0.84217
 4.58220, 16.34451, 569.58133, 34.02286,  9.76004, -0.70213
 5.06828, 15.69005, 569.05644, 33.92216,  9.66535, -0.79995
 4.95832, 16.61038, 569.14198, 33.92216,  9.66535, -0.65279
 5.31541, 16.15878, 569.63917, 34.02286,  9.76004, -0.72249
 5.07616, 15.78262, 569.08015, 33.92216,  9.66535, -0.90912
 4.43455, 16.32145, 569.13646, 33.92216,  9.66535, -0.93821
 4.51858, 16.35036, 569.12470, 33.92216,  9.66535, -0.62122
 4.56392, 16.26027, 569.67417, 33.82250,  9.56726, -0.59511
 4.38365, 15.72698, 569.12031, 33.92216,  9.66535, -0.63273
 4.61419, 15.56199, 569.11270, 33.92216,  9.66535, -0.79399
 4.76200, 15.95091, 569.15048, 33.92216,  9.66535, -0.65770
 4.78239, 15.90481, 569.14706, 33.92216,  9.66535, -1.00432
 4.64712, 15.52727, 569.14646, 33.92216,  9.66535, -0.94184
 5.09790, 15.77819, 568.59044, 33.82358,  9.75937, -0.97961
 4.85413, 16.33375, 568.51064, 33.82358,  9.75937, -0.77708
 4.55653, 16.13119, 568.54710, 33.82358,  9.75937, -0.76017
 4.38390, 15.60214, 568.55377, 33.82358,  9.75937, -0.65584
 4.55547, 15.79179, 568.58700, 33.82358,  9.75937, -0.91294
 4.65924, 15.56133, 568.58226, 33.82358,  9.75937, -0.73305
 4.52177, 15.44947, 568.60322, 33.82358,  9.75937, -0.80333
 4.80305, 15.69545, 568.58383, 33.82358,  9.75937, -0.73508
 4.29867, 15.99659, 568.59642, 33.82358,  9.75937, -0.80702
 4.59440, 16.08684, 569.10079, 33.72625,  9.85319, -0.83398
 4.69271, 15.55409, 568.54328, 33.82358,  9.75937, -0.95579
 4.41532, 15.61183, 568.51663, 33.82358,  9.75937, -0.66560
 4.15302, 15.90903, 568.60575, 33.82358,  9.75937, -0.65978
 4.56463, 15.99725, 568.07922, 33.72500,  9.85339, -0.73128
 4.45493, 16.11818, 569.12005, 33.72625,  9.85319, -0.65751
 4.44737, 15.70655, 568.57267, 33.82358,  9.75937, -0.78001
 4.28671, 16.03743, 568.57971, 33.82358,  9.75937, -0.59008
 4.71619, 16.23742, 569.13225, 33.72625,  9.85319, -0.69112
 4.35310, 16.13818, 568.62384, 33.62555,  9.75849, -0.76697
 4.68142, 15.69546, 569.15095, 33.72625,  9.85319, -0.90661
 4.44973, 15.84171, 568.60456, 33.62555,  9.75849, -0.87386
 4.85582, 15.84168, 569.65405, 33.62660,  9.75510, -0.76678
 4.56629, 15.72226, 569.66038, 33.62660,  9.75510, -1.00383
 4.60201, 15.59241, 568.52687, 33.62767,  9.94721, -0.70666
 4.59074, 15.89861, 568.52135, 33.42732,  9.75443, -0.63438
 4.31864, 15.45213, 568.58057, 33.62767,  9.94721, -0.74215
 4.05852, 15.68438, 568.00444, 33.52697,  9.85252, -0.56359
 4.35845, 15.49660, 569.06893, 33.52802,  9.84912, -0.80892
 4.31625, 15.73048, 568.06101, 33.52697,  9.85252, -0.73863
 4.17686, 15.36863, 569.11949, 33.52802,  9.84912, -0.73597
 4.45745, 15.67734, 568.53319, 33.42732,  9.75443, -0.39234
 4.69703, 15.61788, 568.56642, 33.42732,  9.75443, -0.52412
 4.40768, 15.20951, 568.59378, 33.42732,  9.75443, -0.56129
 4.46302, 15.64436, 568.01043, 33.32874,  9.84845, -0.46288
 4.46995, 15.61394, 568.57241, 33.42732,  9.75443, -0.60391
 4.35652, 15.86680, 568.06322, 33.32874,  9.84845, -0.71869
 4.34676, 15.40033, 568.51180, 33.42732,  9.75443, -0.57224
 5.08265, 15.88830, 568.08110, 33.32874,  9.84845, -0.47887
 4.76019, 15.63753, 568.02569, 33.32874,  9.84845, -0.60184
 4.99516, 15.68700, 568.57831, 33.23141,  9.94226, -0.63479
 5.02036, 16.11182, 568.03928, 33.32874,  9.84845, -0.53483
 4.76726, 16.16382, 568.09003, 33.32874,  9.84845, -0.53162
 4.86515, 15.66102, 568.63386, 33.23141,  9.94226, -0.80780
 5.15083, 15.67267, 568.52592, 33.23141,  9.94226, -0.74374
 4.54613, 15.88511, 568.54339, 33.23141,  9.94226, -0.74935
